,text,normalized,preprocessed,sentiment,emotion,stripped
1649,"Shit dont usually get this big without a Bieber face 😤😤

Bless up my brother @justinbieber 🙏🏽🙏🏽 

#POPSTAR ⭐️… https://t.co/vXE8NeyMRp",Shit dont usually get this big without a Bieber face :face_with_steam_from_nose: :face_with_steam_from_nose: Bless up my brother @USER :folded_hands: :medium_skin_tone: :folded_hands: :medium_skin_tone: #POPSTAR :star:... HTTPURL,"Shit dont usually get this big without a Bieber face  emoji face with steam from nose emoji  emoji face with steam from nose emoji 

Bless up my brother @user  emoji folded hands medium skin tone emoji  emoji folded hands medium skin tone emoji  

popstar  emoji star emoji  url",NEU,joy,"Shit dont usually get this big without a Bieber face  emoji face with steam from nose emoji  emoji face with steam from nose emoji 

Bless up my brother @user  emoji folded hands medium skin tone emoji  emoji folded hands medium skin tone emoji  

popstar  emoji star emoji  "
1650,Get signed copies of #POPSTAR &amp; #GREECE vinyl for a limited only! https://t.co/Cwk3hrfXwn https://t.co/WYVBHgJ0W9,Get signed copies of #POPSTAR & #GREECE vinyl for a limited only! HTTPURL HTTPURL,Get signed copies of popstar &amp; greece vinyl for a limited only! url url,POS,others,Get signed copies of popstar &amp; greece vinyl for a limited only!  
1651,Get signed copies of #POPSTAR &amp; #GREECE vinyl for a limited only! https://t.co/Cwk3hrfXwn https://t.co/E4k92MYygf,Get signed copies of #POPSTAR & #GREECE vinyl for a limited only! HTTPURL HTTPURL,Get signed copies of popstar &amp; greece vinyl for a limited only! url url,POS,others,Get signed copies of popstar &amp; greece vinyl for a limited only!  
1652,#POPSTAR ⭐️ #1 on iTunes 😤😤😤😤😤😤 @Drake #WTBOVO https://t.co/bD4Wxp7B3E https://t.co/3byj9cpaW0,#POPSTAR :star: # 1 on iTunes :face_with_steam_from_nose: :face_with_steam_from_nose: :face_with_steam_from_nose: @USER #WTBOVO HTTPURL HTTPURL,popstar  emoji star emoji  #1 on iTunes  emoji face with steam from nose emoji  emoji face with steam from nose emoji  emoji face with steam from nose emoji  @user wtbovo url url,NEU,others,popstar  emoji star emoji  #1 on iTunes  emoji face with steam from nose emoji  emoji face with steam from nose emoji  emoji face with steam from nose emoji  @user wtbovo  
1653,"FANLUV YOU ARE AMAZING WE ARE #1 on @itunes ! #POPSTAR⭐️ 
NOW FANLUV GO BACK TO @itunes and BREAK THE SEEVER! 😤😤 FA… https://t.co/zCd269tiAP",FANLUV YOU ARE AMAZING WE ARE # 1 on @USER! #POPSTAR :star: NOW FANLUV GO BACK TO @USER and BREAK THE SEEVER! :face_with_steam_from_nose: :face_with_steam_from_nose: FA... HTTPURL,"FANLUV YOU ARE AMAZING WE ARE #1 on @user ! popstar emoji star emoji  
NOW FANLUV GO BACK TO @user and BREAK THE SEEVER!  emoji face with steam from nose emoji  emoji face with steam from nose emoji  FA url",POS,anger,"FANLUV YOU ARE AMAZING WE ARE #1 on @user ! popstar emoji star emoji  
NOW FANLUV GO BACK TO @user and BREAK THE SEEVER!  emoji face with steam from nose emoji  emoji face with steam from nose emoji  FA "
1654,RT @GMcCorrister: I Can't Stop Listening To #PopStar By @djkhaled Ft @Drake 🔥😈🔥😈,RT @USER : I Can't Stop Listening To #PopStar By @USER Ft @USER :fire: :smiling_face_with_horns: :fire: :smiling_face_with_horns:,RT @user: I Can't Stop Listening To pop star By @user Ft @user  emoji fire emoji  emoji smiling face with horns emoji  emoji fire emoji  emoji smiling face with horns emoji,POS,joy,RT @user: I Can't Stop Listening To pop star By @user Ft @user  emoji fire emoji  emoji smiling face with horns emoji  emoji fire emoji  emoji smiling face with horns emoji
1655,RT @oshaygold: Drake &amp; Dj Khaled Popstar a bop bop 🔥🔥🔥 @djkhaled @Drake,RT @USER : Drake & Dj Khaled Popstar a bop bop :fire: :fire: :fire: @USER @USER,RT @user: Drake &amp; Dj Khaled Popstar a bop bop  emoji fire emoji  emoji fire emoji  emoji fire emoji  @user @user,NEU,others,RT @user: Drake &amp; Dj Khaled Popstar a bop bop  emoji fire emoji  emoji fire emoji  emoji fire emoji  @user @user
1656,"As a DJ and FAN of HIPHOP and a representative of HIPHOP , Having Vinyl is always 🔑 
I have always wanted the colle… https://t.co/vKsCfUKsYY","As a DJ and FAN of HIPHOP and a representative of HIPHOP, Having Vinyl is always :key: I have always wanted the colle... HTTPURL","As a DJ and FAN of HIPHOP and a representative of HIPHOP , Having Vinyl is always  emoji key emoji  
I have always wanted the colle url",NEU,others,"As a DJ and FAN of HIPHOP and a representative of HIPHOP , Having Vinyl is always  emoji key emoji  
I have always wanted the colle "
1657,"As a DJ and FAN of HIPHOP and a representative of HIPHOP , Having Vinyl is always 🔑 
I have always wanted the colle… https://t.co/hcPLhGpaUX","As a DJ and FAN of HIPHOP and a representative of HIPHOP, Having Vinyl is always :key: I have always wanted the colle... HTTPURL","As a DJ and FAN of HIPHOP and a representative of HIPHOP , Having Vinyl is always  emoji key emoji  
I have always wanted the colle url",NEU,others,"As a DJ and FAN of HIPHOP and a representative of HIPHOP , Having Vinyl is always  emoji key emoji  
I have always wanted the colle "
1658,RT @Matt__Music: @djkhaled you been making the best collab hits for over 10 years 🔥,RT @USER : @USER you been making the best collab hits for over 10 years :fire:,RT @user: @user you been making the best collab hits for over 10 years  emoji fire emoji,POS,joy,RT @user: @user you been making the best collab hits for over 10 years  emoji fire emoji
1659,"RT @popstarmagazine: New @djkhaled issue of our digital mag! 

https://t.co/LKzLUY2XQm",RT @USER : New @USER issue of our digital mag! HTTPURL,"RT @user: New @user issue of our digital mag! 

url",NEU,joy,"RT @user: New @user issue of our digital mag! 

"
1660,"When you’re a POPSTAR ⭐️ you get the #POPSTAR cover 📰 of 
@popstarmagazine !😎

#POPSTAR ⭐️ 
DJ KHALED feat. @Drake… https://t.co/XdArlOyZf0",When you're a POPSTAR :star: you get the #POPSTAR cover :newspaper: of @USER! :smiling_face_with_sunglasses: #POPSTAR :star: DJ KHALED feat. @USER... HTTPURL,"When youre a POPSTAR  emoji star emoji  you get the popstar cover  emoji newspaper emoji  of 
@user ! emoji smiling face with sunglasses emoji 

popstar  emoji star emoji  
DJ KHALED feat. @user url",POS,joy,"When youre a POPSTAR  emoji star emoji  you get the popstar cover  emoji newspaper emoji  of 
@user ! emoji smiling face with sunglasses emoji 

popstar  emoji star emoji  
DJ KHALED feat. @user "
1661,"RT @mr_imway2fresh: “2020, I Came To Fuck It Up” #MoreLife #MoreWins #MoreBlessings @djkhaled @Drake https://t.co/rZBVUv09Nt","RT @USER : “ 2020, I Came To Fuck It Up ” #MoreLife #MoreWins #MoreBlessings @USER @USER HTTPURL","RT @user: ""2020, I Came To Fuck It Up"" more life more wins more blessings @user @user url",NEG,joy,"RT @user: ""2020, I Came To Fuck It Up"" more life more wins more blessings @user @user "
1662,RT @AhAhmedhatem17: ♫ #NowPlaying “POPSTAR (feat. Drake)” by @djkhaled on #Anghami https://t.co/xNh4hxeRKk,RT @USER : ♫ #NowPlaying “ POPSTAR ( feat. Drake ) ” by @USER on #Anghami HTTPURL,"RT @user: ♫ now playing ""POPSTAR (feat. Drake)"" by @user on anghami url",NEU,others,"RT @user: ♫ now playing ""POPSTAR (feat. Drake)"" by @user on anghami "
1663,#GREECE 🇬🇷DJKHALED DRAKE https://t.co/wFcDgjblC5,#GREECE DJKHALED DRAKE HTTPURL,greece  emoji Greece emoji DJKHALED DRAKE url,NEU,others,greece  emoji Greece emoji DJKHALED DRAKE 
1664,Great morning https://t.co/0LQ243nNRW,Great morning HTTPURL,Great morning url,POS,joy,Great morning 
1665,RT @kryptonclem: @Drake @djkhaled  bursting my speakers this morning #PopStar,RT @USER : @USER @USER bursting my speakers this morning #PopStar,RT @user: @user @user  bursting my speakers this morning pop star,POS,joy,RT @user: @user @user  bursting my speakers this morning pop star
1666,RT @saundzz96: Naaaaaaah! @djkhaled &amp; @Drake  set fire to my speakers at 5am 😱😱😱 jheeeeeeeez they turn’t the FUCK UP!!! #Drizzy #DJKhaled #…,RT @USER : Naaaaaaah! @USER & @USER set fire to my speakers at 5am :face_screaming_in_fear: :face_screaming_in_fear: :face_screaming_in_fear: jheeeeeeeez they turn't the FUCK UP!!! #Drizzy #DJKhaled #...,RT @user: Naaah! @user &amp; @user  set fire to my speakers at 5am  emoji face screaming in fear emoji  emoji face screaming in fear emoji  emoji face screaming in fear emoji  jheeez they turnt the FUCK UP!!! drizzy djkhaled #,NEG,others,RT @user: Naaah! @user &amp; @user  set fire to my speakers at 5am  emoji face screaming in fear emoji  emoji face screaming in fear emoji  emoji face screaming in fear emoji  jheeez they turnt the FUCK UP!!! drizzy djkhaled #
1667,"RT @SpotifyJP: 🔥#DJキャレド × #ドレイク 🔥
 ""#POPSTAR"" と ""#GREECE"" の2曲が同時リリース🎧

この夏を席巻するアツい楽曲を今すぐチェックして⭐️🇬🇷
👉 https://t.co/vcLwZCJTrD

 @djkhaled @D…","RT @USER : :fire: #DJキャレ× #ドレイク :fire: "" #POPSTAR "" と "" #GREECE "" の2が時リリース :headphone: このをするアツいを今すぐチックして :star: :backhand_index_pointing_right: HTTPURL @USER @USER...","RT @user:  emoji fire emoji djキャレド  #ドレイク  emoji fire emoji 
 ""popstar"" と ""greece"" の2曲が同時リリス emoji headphone emoji 

この夏を席巻するアツい楽曲を今すぐチェックして emoji star emoji  emoji Greece emoji 
 emoji backhand index pointing right emoji  url

 @user @user",NEU,others,"RT @user:  emoji fire emoji djキャレド  #ドレイク  emoji fire emoji 
 ""popstar"" と ""greece"" の2曲が同時リリス emoji headphone emoji 

この夏を席巻するアツい楽曲を今すぐチェックして emoji star emoji  emoji Greece emoji 
 emoji backhand index pointing right emoji  

 @user @user"
1668,RT @TheSource: DJ Khaled And Drake Release New Singles “Popstar” And “Greece” #HomeOfHipHop #TheSource #WeGotUs #SourceLove #DJKhaled #Drak…,RT @USER : DJ Khaled And Drake Release New Singles “ Popstar ” And “ Greece ” #HomeOfHipHop #TheSource #WeGotUs #SourceLove #DJKhaled #Drak...,"RT @user: DJ Khaled And Drake Release New Singles ""Popstar"" And ""Greece"" home of hip hop the source we got us source love djkhaled drak",NEU,others,"RT @user: DJ Khaled And Drake Release New Singles ""Popstar"" And ""Greece"" home of hip hop the source we got us source love djkhaled drak"
1669,"RT @Q997Atlanta: POPSTAR ⭐️ @djkhaled @Drake 

2020 Energy. Major 🔑. Big Mood. Playlist really goin’ crazy tonight!!

#ThePlaylist with @th…",RT @USER : POPSTAR :star: @USER @USER 2020 Energy. Major :key:. Big Mood. Playlist really goin'crazy tonight!! #ThePlaylist with @USER...,"RT @user: POPSTAR  emoji star emoji  @user @user 

2020 Energy. Major  emoji key emoji . Big Mood. Playlist really goin crazy tonight!!

the playlist with @user",POS,others,"RT @user: POPSTAR  emoji star emoji  @user @user 

2020 Energy. Major  emoji key emoji . Big Mood. Playlist really goin crazy tonight!!

the playlist with @user"
1670,RT @agambzzzz: Hows your Sunday ? @djkhaled https://t.co/qArQlscc8o,RT @USER : Hows your Sunday? @USER HTTPURL,RT @user: Hows your Sunday ? @user url,NEU,joy,RT @user: Hows your Sunday ? @user 
1671,"#POPSTAR⭐️ #1 anthem in world 🌎! 😤
On @applemusic and #1 on @spotify !!!!! And #GREECE 🇬🇷#2 anthem in the world 🌎!… https://t.co/DVipB6G50W",#POPSTAR :star: # 1 anthem in world :globe_showing_Americas:! :face_with_steam_from_nose: On @USER and # 1 on @USER!!! And #GREECE # 2 anthem in the world :globe_showing_Americas:!... HTTPURL,"popstar emoji star emoji  #1 anthem in world  emoji globe showing Americas emoji !  emoji face with steam from nose emoji 
On @user and #1 on @user !!! And greece  emoji Greece emoji #2 anthem in the world  emoji globe showing Americas emoji ! url",POS,others,"popstar emoji star emoji  #1 anthem in world  emoji globe showing Americas emoji !  emoji face with steam from nose emoji 
On @user and #1 on @user !!! And greece  emoji Greece emoji #2 anthem in the world  emoji globe showing Americas emoji ! "
1672,"Meet the future !!!!!!!!!! @iamdjlivia !!!!!!
#P🤩PST⭐️R #1 record in world 🌎 on @applemusic and @spotify !!!!!!!!!… https://t.co/6gEZgS2yBi",Meet the future!!! @USER!!! # P :star-struck: PST :star: R # 1 record in world :globe_showing_Americas: on @USER and @USER!!!... HTTPURL,"Meet the future !!! @user !!!
p emoji star-struck emoji PST emoji star emoji R #1 record in world  emoji globe showing Americas emoji  on @user and @user !!! url",POS,joy,"Meet the future !!! @user !!!
p emoji star-struck emoji PST emoji star emoji R #1 record in world  emoji globe showing Americas emoji  on @user and @user !!! "
1673,RT @DanYell2511: @djkhaled &amp; @Drake.... Greece... straight 🔥🔥🔥,RT @USER : @USER & @USER... Greece... straight :fire: :fire: :fire:,RT @user: @user &amp; @user... Greece... straight  emoji fire emoji  emoji fire emoji  emoji fire emoji,NEU,others,RT @user: @user &amp; @user... Greece... straight  emoji fire emoji  emoji fire emoji  emoji fire emoji
1674,🔑 https://t.co/SRASjYTuRd,:key: HTTPURL,emoji key emoji  url,NEU,others,emoji key emoji  
1675,"RT @hitsradiouk: You know it's gonna be a good track when @djkhaled and @Drake are both on it 👏

'Popstar' is a brand new trending song thi…",RT @USER : You know it's gonna be a good track when @USER and @USER are both on it :clapping_hands:'Popstar'is a brand new trending song thi...,"RT @user: You know it's gonna be a good track when @user and @user are both on it  emoji clapping hands emoji 

'Popstar' is a brand new trending song thi",POS,joy,"RT @user: You know it's gonna be a good track when @user and @user are both on it  emoji clapping hands emoji 

'Popstar' is a brand new trending song thi"
1676,RT @KushnerGee: The almighty @djkhaled @Drake #greece #popstar 🔥🔥🔥🔥🙌🏾🇭🇹 https://t.co/4BFF9P69Sg,RT @USER : The almighty @USER @USER #greece #popstar :fire: :fire: :fire: :raising_hands: -HTTPURL,RT @user: The almighty @user @user greece popstar  emoji fire emoji  emoji fire emoji  emoji fire emoji  emoji raising hands medium-dark skin tone emoji  emoji Haiti emoji  url,NEU,others,RT @user: The almighty @user @user greece popstar  emoji fire emoji  emoji fire emoji  emoji fire emoji  emoji raising hands medium-dark skin tone emoji  emoji Haiti emoji  
1677,RT @clickflickca: 🦉🔑⭐️🇬🇷 Popping! @djkhaled @Drake #Popstar https://t.co/cRpqDA5p2s,RT @USER : :owl: :key: :star: Popping! @USER @USER #Popstar HTTPURL,RT @user:  emoji owl emoji  emoji key emoji  emoji star emoji  emoji Greece emoji  Popping! @user @user popstar url,NEU,joy,RT @user:  emoji owl emoji  emoji key emoji  emoji star emoji  emoji Greece emoji  Popping! @user @user popstar 
1678,"RT @Sophenom: BLESS UP! Hear NEW @djkhaled ft. @Drake TONIGHT inside The Saturday Night House Party on @971amp ✨
https://t.co/gDS65USptd ht…",RT @USER : BLESS UP! Hear NEW @USER ft. @USER TONIGHT inside The Saturday Night House Party on @USER :sparkles: HTTPURL ht...,"RT @user: BLESS UP! Hear NEW @user ft. @user TONIGHT inside The Saturday Night House Party on @user  emoji sparkles emoji 
url ht",POS,joy,"RT @user: BLESS UP! Hear NEW @user ft. @user TONIGHT inside The Saturday Night House Party on @user  emoji sparkles emoji 
 ht"
1679,RT @jamshid95544513: @djkhaled popstar 🔥🔥🔥 with @Drake https://t.co/qIuogcYcth,RT @USER : @USER popstar :fire: :fire: :fire: with @USER HTTPURL,RT @user: @user popstar  emoji fire emoji  emoji fire emoji  emoji fire emoji  with @user url,NEU,others,RT @user: @user popstar  emoji fire emoji  emoji fire emoji  emoji fire emoji  with @user 
1680,"ALEXA HOW DOES DJ KHALED SPELL CANADA ??!!
🦉🔑🔑

D - R - A - K - E @champagnepapi

#POPSTAR #GREECE 
2 KEYS 🦉🔑🔑
2 AN… https://t.co/XjvNc080mz",ALEXA HOW DOES DJ KHALED SPELL CANADA??!! :owl: :key: :key: D - R - A - K - E @USER #POPSTAR #GREECE 2 KEYS :owl: :key: :key: 2 AN... HTTPURL,"ALEXA HOW DOES DJ KHALED SPELL CANADA ??!!
 emoji owl emoji  emoji key emoji  emoji key emoji 

D - R - A - K - E @user

popstar greece 
2 KEYS  emoji owl emoji  emoji key emoji  emoji key emoji 
2 AN url",NEU,others,"ALEXA HOW DOES DJ KHALED SPELL CANADA ??!!
 emoji owl emoji  emoji key emoji  emoji key emoji 

D - R - A - K - E @user

popstar greece 
2 KEYS  emoji owl emoji  emoji key emoji  emoji key emoji 
2 AN "
1681,"RT @chartdata: .@djkhaled and @Drake debut in the top 2 spots on the global Apple Music chart (#1 ""POPSTAR"" &amp; #2 ""GREECE"").","RT @USER :. @USER and @USER debut in the top 2 spots on the global Apple Music chart ( # 1 "" POPSTAR "" & # 2 "" GREECE "" ).","RT @user: .@user and @user debut in the top 2 spots on the global Apple Music chart (#1 ""POPSTAR"" &amp; #2 ""GREECE"").",NEU,others,"RT @user: .@user and @user debut in the top 2 spots on the global Apple Music chart (#1 ""POPSTAR"" &amp; #2 ""GREECE"")."
1682,"RT @chartdata: .@djkhaled and @Drake's ""POPSTAR"" debuts at #1 on US Spotify with over 2 million streams (July 17).","RT @USER :. @USER and @USER's "" POPSTAR "" debuts at # 1 on US Spotify with over 2 million streams ( July 17 ).","RT @user: .@user and @user's ""POPSTAR"" debuts at #1 on US Spotify with over 2 million streams (July 17).",POS,others,"RT @user: .@user and @user's ""POPSTAR"" debuts at #1 on US Spotify with over 2 million streams (July 17)."
1683,RT @Complex: POPSTAR ENERGY. @djkhaled @Drake  🥂🦉🔑 https://t.co/eW8hxHM7pf,RT @USER : POPSTAR ENERGY. @USER @USER :clinking_glasses: :owl: :key: HTTPURL,RT @user: POPSTAR ENERGY. @user @user   emoji clinking glasses emoji  emoji owl emoji  emoji key emoji  url,NEU,others,RT @user: POPSTAR ENERGY. @user @user   emoji clinking glasses emoji  emoji owl emoji  emoji key emoji  
